serial,name,region
NWID,ECW Hardcore Revolution (Germany),Germany
NWIE,ECW Hardcore Revolution (USA),USA
NWIE,ECW Hardcore Revolution (USA),USA
NJMP,"Earthworm Jim 3D (Europe) (En,Fr,De,Es,It)",Europe
NJMP,"Earthworm Jim 3D (Europe) (En,Fr,De,Es,It)",Europe
NJME,Earthworm Jim 3D (USA),USA
NJME,Earthworm Jim 3D (USA),USA
NSTJ,Eikou no Saint Andrews (Japan),Japan
NSTJ,Eikou no Saint Andrews (Japan),Japan
NETJ,Eltale Monsters (Japan),Japan
NETJ,Eltale Monsters (Japan),Japan
NMXP,Excitebike 64 (Europe),Europe
NMXP,Excitebike 64 (Europe),Europe
NMXJ,Excitebike 64 (Japan),Japan
NMXJ,Excitebike 64 (Japan),Japan
NMXE,Excitebike 64 (USA),USA
NMXE,Excitebike 64 (USA),USA
NMXE,Excitebike 64 (USA) (Rev 1),USA
NMXE,Excitebike 64 (USA) (Rev 1),USA
NEGP,"Extreme-G (Europe) (En,Fr,De,Es,It)",Europe
NEGP,"Extreme-G (Europe) (En,Fr,De,Es,It)",Europe
NEGJ,Extreme-G (Japan),Japan
NEGJ,Extreme-G (Japan),Japan
NEGE,Extreme-G (USA),USA
NEGE,Extreme-G (USA),USA
NG2P,"Extreme-G XG2 (Europe) (En,Fr,De,Es,It)",Europe
NG2P,"Extreme-G XG2 (Europe) (En,Fr,De,Es,It)",Europe
NG2J,Extreme-G XG2 (Japan),Japan
NG2J,Extreme-G XG2 (Japan),Japan
NG2E,Extreme-G XG2 (USA),USA
NG2E,Extreme-G XG2 (USA),USA
NFWP,F-1 World Grand Prix (Europe),Europe
NFWP,F-1 World Grand Prix (Europe),Europe
NFWP,F-1 World Grand Prix (Europe) (Beta),Europe
NFWP,F-1 World Grand Prix (Europe) (Beta),Europe
NFWF,F-1 World Grand Prix (France),France
NFWF,F-1 World Grand Prix (France),France
NFWD,F-1 World Grand Prix (Germany),Germany
NFWD,F-1 World Grand Prix (Germany),Germany
NFWJ,F-1 World Grand Prix (Japan),Japan
NFWJ,F-1 World Grand Prix (Japan),Japan
NFWE,F-1 World Grand Prix (USA),USA
NFWE,F-1 World Grand Prix (USA),USA
NF2P,"F-1 World Grand Prix II (Europe) (En,Fr,De,Es)",Europe
NF2P,"F-1 World Grand Prix II (Europe) (En,Fr,De,Es)",Europe
NFZP,F-Zero X (Europe),Europe
NFZP,F-Zero X (Europe),Europe
CFZJ,F-Zero X (Japan),Japan
CFZJ,F-Zero X (Japan),Japan
CFZE,F-Zero X (USA),USA
CFZE,F-Zero X (USA),USA
CFZE,F-Zero X (USA) (Beta) (The Legend of Zelda - Ocarina of Time leftover data),USA
CFZE,F-Zero X (USA) (Beta) (The Legend of Zelda - Ocarina of Time leftover data),USA
NHGP,"F1 Pole Position 64 (Europe) (En,Fr,De)",Europe
NHGP,"F1 Pole Position 64 (Europe) (En,Fr,De)",Europe
NHGE,"F1 Pole Position 64 (USA) (En,Fr,De)",USA
NHGE,"F1 Pole Position 64 (USA) (En,Fr,De)",USA
NFRE,"F1 Racing Championship (Brazil) (En,Fr)",Brazil
NFRE,"F1 Racing Championship (Brazil) (En,Fr)",Brazil
NFRP,"F1 Racing Championship (Europe) (En,Fr,De,Es,It)",Europe
NFRP,"F1 Racing Championship (Europe) (En,Fr,De,Es,It)",Europe
NMGE,F1 Racing Championship (USA) (Beta),USA
NMGE,F1 Racing Championship (USA) (Beta),USA
N8IP,"FIFA - Road to World Cup 98 (Europe) (En,Fr,De,Es,It,Nl,Sv)",Europe
N8IP,"FIFA - Road to World Cup 98 (Europe) (En,Fr,De,Es,It,Nl,Sv)",Europe
N8IE,"FIFA - Road to World Cup 98 (USA) (En,Fr,De,Es,It,Nl,Sv)",USA
N8IE,"FIFA - Road to World Cup 98 (USA) (En,Fr,De,Es,It,Nl,Sv)",USA
N8IJ,FIFA - Road to World Cup 98 - World Cup e no Michi (Japan),Japan
N8IJ,FIFA - Road to World Cup 98 - World Cup e no Michi (Japan),Japan
N7IP,"FIFA 64 (Europe) (En,Fr,De)",Europe
N7IP,"FIFA 64 (Europe) (En,Fr,De)",Europe
N9FP,"FIFA 99 (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv)",Europe
N9FP,"FIFA 99 (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv)",Europe
N9FE,"FIFA 99 (USA) (En,Fr,De,Es,It,Nl,Pt,Sv)",USA
N9FE,"FIFA 99 (USA) (En,Fr,De,Es,It,Nl,Pt,Sv)",USA
N7IE,"FIFA Soccer 64 (USA) (En,Fr,De)",USA
N7IE,"FIFA Soccer 64 (USA) (En,Fr,De)",USA
NFSJ,Famista 64 (Japan),Japan
NFSJ,Famista 64 (Japan),Japan
NFGE,Fighter Destiny 2 (USA),USA
NFGE,Fighter Destiny 2 (USA),USA
