system,game_name,ch_name,id
mdcd,Batman Returns (Europe),蝙蝠侠 回归 （欧版）,MDCD#29
mdcd,Batman Returns (USA) (Alt),蝙蝠侠 回归 （美版） (ALT),MDCD#30
mdcd,Batman Returns (USA),蝙蝠侠 回归 （美版）,MDCD#31
mdcd,Battle Fantasy (Japan) (Rev A),战斗幻想 （日版） (REV A),MDCD#32
mdcd,Battle Frenzy (USA) (Unl),狂暴战士 （美版） （未授权版）,MDCD#33
mdcd,Battlecorps (Europe) (Demo),战斗军团 （欧版） (体验版),MDCD#34
mdcd,"Battlecorps (Europe) (En,Fr,De,Es)","战斗军团 （欧版） (EN,FR,DE,ES)",MDCD#35
mdcd,Battlecorps (Japan),战斗军团 （日版）,MDCD#36
mdcd,Battlecorps (USA),战斗军团 （美版）,MDCD#37
mdcd,BattleTech - Gray Death Legion (USA) (Unl),战斗机甲:格雷死神军团 （美版） （未授权版）,MDCD#38
mdcd,BC Racers (Europe) (Demo) (Green Disc),石器时代赛车 （欧版） (体验版) (GREEN DISC),MDCD#39
mdcd,BC Racers (Europe) (Demo) (Yellow Disc),石器时代赛车 （欧版） (体验版) (YELLOW DISC),MDCD#40
mdcd,"BC Racers (Europe) (En,Fr,De)","石器时代赛车 （欧版） (EN,FR,DE)",MDCD#41
mdcd,BC Racers (USA),石器时代赛车 （美版）,MDCD#42
mdcd,Beast II (Europe) (Demo),兽 II （欧版） (体验版),MDCD#43
mdcd,Beast II (Europe),兽 II （欧版）,MDCD#44
mdcd,Bill Walsh College Football (Europe),大学生足球赛 （欧版）,MDCD#45
mdcd,Bill Walsh College Football (USA),大学生足球赛 （美版）,MDCD#46
mdcd,Black Hole Assault (Japan),黑洞攻击 （日版）,MDCD#47
mdcd,Blackhole Assault (Europe),黑洞攻击 （欧版）,MDCD#48
mdcd,Blackhole Assault (USA) (Alt),黑洞攻击 （美版） (ALT),MDCD#49
mdcd,Blackhole Assault (USA),黑洞攻击 （美版）,MDCD#50
mdcd,"Bloodshot ~ Battle Frenzy (Europe) (En,Fr,De,Es)","狂暴战士 （欧版） (EN,FR,DE,ES)",MDCD#51
mdcd,Bouncers (USA),巨人 （美版）,MDCD#52
mdcd,Bram Stoker's Dracula (USA) (Alt 1),吸血鬼惊情四百年 （美版） (ALT 1),MDCD#53
mdcd,Bram Stoker's Dracula (USA) (Alt 2),吸血鬼惊情四百年 （美版） (ALT 2),MDCD#54
mdcd,Bram Stoker's Dracula (USA) (Version 2.0),吸血鬼惊情四百年 （美版） (版本 2.0),MDCD#55
mdcd,Bram Stoker's Dracula (USA),吸血鬼惊情四百年 （美版）,MDCD#56
mdcd,Brutal - Paws of Fury (Europe),动物快打 （欧版）,MDCD#57
mdcd,Brutal - Paws of Fury (USA),动物快打 （美版）,MDCD#58
mdcd,Bug Blasters - The Exterminators (USA) (Unl) (Rerelease),灭虫敢死队 （美版） （未授权版） (再发行版),MDCD#59
mdcd,Burai - Yatsudama no Yuushi Densetsu (Japan),光明八勇士传说 （日版）,MDCD#60
mdcd,Burning Fists - Force Striker (USA) (Unl),燃烧的拳头-重击 （美版） （未授权版）,MDCD#61
mdcd,"Cadillacs and Dinosaurs - The Second Cataclysm (USA, Brazil) (RE)","凯迪拉克和恐龙-第二次大灾难 (美国版,巴西版) (RE)",MDCD#62
mdcd,Captain Tsubasa (Japan),足球小将 （日版）,MDCD#63
mdcd,Championship Soccer '94 (USA),足球锦标赛 '94 （美版）,MDCD#64
mdcd,Chuck Rock (Europe),呆呆原始人 （欧版）,MDCD#65
mdcd,Chuck Rock (USA),呆呆原始人 （美版）,MDCD#66
mdcd,Chuck Rock II - Son of Chuck (Europe),呆呆原始人 II - 小原始人 （欧版）,MDCD#67
mdcd,Chuck Rock II - Son of Chuck (USA),呆呆原始人 II - 小原始人 （美版）,MDCD#68
mdcd,Citizen X (USA) (Unl),公民 X （美版） （未授权版）,MDCD#69
mdcd,Cliffhanger (USA),绝岭雄风 （美版）,MDCD#70
mdcd,Cobra Command (Europe),眼镜蛇司令部 （欧版）,MDCD#71
mdcd,Cobra Command (USA),眼镜蛇司令部 （美版）,MDCD#72
mdcd,"Colors of Modern Rock, The (USA)",现代摇滚的色彩 （美版）,MDCD#73
mdcd,Compton's Interactive Encyclopedia (USA) (Version 2.00S),交互式百科全书 （美版） (版本 2.00S),MDCD#74
mdcd,Compton's Interactive Encyclopedia (USA) (Version 2.01R),交互式百科全书 （美版） (版本 2.01R),MDCD#75
mdcd,Compton's Interactive Encyclopedia (USA) (Version 2.01S),交互式百科全书 （美版） (版本 2.01S),MDCD#76
mdcd,Compton's Interactive Encyclopedia (USA) (Version 2.10) (RE2),交互式百科全书 （美版） (版本 2.10) (RE2),MDCD#77
mdcd,Corpse Killer (Europe) (Mega-CD 32X),尸体杀手 （欧版） (MEGA-CD 32X),MDCD#78
mdcd,Corpse Killer (Europe),尸体杀手 （欧版）,MDCD#79
mdcd,Corpse Killer (USA) (Sega CD 32X),尸体杀手 （美版） (世嘉 CD 32X),MDCD#80
mdcd,Corpse Killer (USA),尸体杀手 （美版）,MDCD#81
mdcd,Cosmic Fantasy Stories (Japan),宇宙幻想故事 （日版）,MDCD#82
mdcd,Crime Patrol (USA),罪恶刑警 （美版）,MDCD#83
mdcd,Cyborg 009 (Japan),机械人 009 （日版）,MDCD#84
mdcd,Daihoushinden (Japan),大封神传 （日版）,MDCD#85
mdcd,Dark Wizard (USA),黑魔法师 （美版）,MDCD#86
mdcd,Dark Wizard - Yomigaeri Shiyami no Madoushi (Japan),黑魔法师 - 苏醒的黑暗魔导士 （日版）,MDCD#87
mdcd,Death Bringer (Japan),死亡使者 （日版）,MDCD#88
mdcd,Demolition Man (USA),越空狂龙 （美版）,MDCD#89
mdcd,Dennin Aleste - Nobunaga and His Ninja Force (Japan),电忍雅士达 （日版）,MDCD#90
mdcd,Detonator Orgun (Japan),铁骑士再临 （日版）,MDCD#91
mdcd,Devastator (Japan),破坏者 （日版）,MDCD#92
mdcd,Double Switch (Europe),双调转术 （欧版）,MDCD#93
mdcd,Double Switch (Japan),双调转术 （日版）,MDCD#94
mdcd,Double Switch (USA),双调转术 （美版）,MDCD#95
mdcd,Dracula Unleashed (Europe) (Disc 1) (Made in E.U.),被释放的吸血鬼 （欧版） (DISC 1) (MADE IN E.U.),MDCD#96
mdcd,Dracula Unleashed (Europe) (Disc 1) (Made in Japan),被释放的吸血鬼 （欧版） (DISC 1) (MADE IN JAPAN),MDCD#97
mdcd,Dracula Unleashed (Europe) (Disc 2) (Made in E.U.),被释放的吸血鬼 （欧版） (DISC 2) (MADE IN E.U.),MDCD#98
mdcd,Dracula Unleashed (Europe) (Disc 2) (Made in Japan),被释放的吸血鬼 （欧版） (DISC 2) (MADE IN JAPAN),MDCD#99
mdcd,Dracula Unleashed (USA) (Disc 1),被释放的吸血鬼 （美版） (DISC 1),MDCD#100
mdcd,Dracula Unleashed (USA) (Disc 2),被释放的吸血鬼 （美版） (DISC 2),MDCD#101
mdcd,Dragon's Lair (Europe),龙穴历险记 （欧版）,MDCD#102
mdcd,"Dragon's Lair (Japan) (En,Ja,Fr,De,It)","龙穴历险记 （日版） (EN,JA,FR,DE,IT)",MDCD#103
mdcd,Dragon's Lair (USA) (Demo),龙穴历险记 （美版） (体验版),MDCD#104
mdcd,Dragon's Lair (USA),龙穴历险记 （美版）,MDCD#105
mdcd,"Dune (Europe) (En,Fr,De,Es,It,Ar)","沙丘 （欧版） (EN,FR,DE,ES,IT,AR)",MDCD#106
mdcd,Dune (USA),沙丘 （美版）,MDCD#107
mdcd,Dungeon Explorer (Europe),迷宫探险家-盟约之门 （欧版）,MDCD#108
mdcd,Dungeon Explorer (USA),迷宫探险家-盟约之门 （美版）,MDCD#109
mdcd,Dungeon Master II - Skullkeep (Europe),地下城主 II - SKULLKEEP （欧版）,MDCD#110
mdcd,Dungeon Master II - Skullkeep (Japan),地下城主 II - SKULLKEEP （日版）,MDCD#111
mdcd,Dungeon Master II - Skullkeep (USA) (RE3),地下城主 II - SKULLKEEP （美版） (RE3),MDCD#112
mdcd,Dynamic Country Club (Japan),乡村高尔夫俱乐部 （日版）,MDCD#113
mdcd,Earnest Evans (Japan),热心的埃文斯 （日版）,MDCD#114
mdcd,Earthworm Jim - Special Edition (Europe),蚯蚓吉姆 - 特别版 （欧版）,MDCD#115
mdcd,Earthworm Jim - Special Edition (USA) (RE),蚯蚓吉姆 - 特别版 （美版） (RE),MDCD#116
mdcd,"Ecco - The Tides of Time (Europe) (En,Fr,De,Es)","海豚 - 潮汐时间 （欧版） (EN,FR,DE,ES)",MDCD#117
mdcd,Ecco - The Tides of Time (USA) (Alt),海豚 - 潮汐时间 （美版） (ALT),MDCD#118
mdcd,Ecco - The Tides of Time (USA),海豚 - 潮汐时间 （美版）,MDCD#119
mdcd,Ecco the Dolphin (Australia),海豚 (澳洲版),MDCD#120
mdcd,Ecco the Dolphin (Europe) (Rerelease),海豚 （欧版） (再发行版),MDCD#121
mdcd,Ecco the Dolphin (Europe),海豚 （欧版）,MDCD#122
mdcd,Ecco the Dolphin (USA),海豚 （美版）,MDCD#123
mdcd,Ecco the Dolphin CD (Japan) (Disc 1) (Ecco the Dolphin),海豚 CD （日版） (DISC 1) (海豚),MDCD#124
mdcd,Ecco the Dolphin CD (Japan) (Disc 2) (Ecco the Dolphin II),海豚 CD （日版） (DISC 2) (海豚 II),MDCD#125
mdcd,Egawa Suguru no Super League CD (Japan),江川卓超级联赛 CD （日版）,MDCD#126
mdcd,ESPN Baseball Tonight (Europe),ESPN棒球直播 （欧版）,MDCD#127
mdcd,ESPN Baseball Tonight (USA),ESPN棒球直播 （美版）,MDCD#128
mdcd,ESPN National Hockey Night (USA),ESPN 夜色曲棍球 （美版）,MDCD#129
mdcd,ESPN NBA Hangtime '95 (USA),ESPN-NBA大灌篮 '95 （美版）,MDCD#130
mdcd,ESPN Sunday Night NFL (USA),ESPN 星期日晚间橄榄球联赛 （美版）,MDCD#131
mdcd,Eternal Champions - Challenge from the Dark Side (Europe) (Beta),永恒的冠军 : 挑战从黑暗的一面 （欧版） (测试版),MDCD#132
mdcd,Eternal Champions - Challenge from the Dark Side (Europe),永恒的冠军 : 挑战从黑暗的一面 （欧版）,MDCD#133
mdcd,Eternal Champions - Challenge from the Dark Side (USA) (Beta),永恒的冠军 : 挑战从黑暗的一面 （美版） (测试版),MDCD#134
mdcd,Eternal Champions - Challenge from the Dark Side (USA) (RE),永恒的冠军 : 挑战从黑暗的一面 （美版） (RE),MDCD#135
mdcd,Eternal Champions - Challenge from the Dark Side (USA),永恒的冠军 : 挑战从黑暗的一面 （美版）,MDCD#136
mdcd,Eye of the Beholder (Europe),燃情追踪 （欧版）,MDCD#137
mdcd,Eye of the Beholder (Japan),燃情追踪 （日版）,MDCD#138
mdcd,Eye of the Beholder (USA),燃情追踪 （美版）,MDCD#139
mdcd,F1 Circus CD (Japan),F1巡回赛 CD （日版）,MDCD#140
mdcd,Fahrenheit (Europe),华氏温度 （欧版）,MDCD#141
mdcd,Fahrenheit (France),华氏温度 （法版）,MDCD#142
mdcd,Fahrenheit (Japan),华氏温度 （日版）,MDCD#143
mdcd,Fahrenheit (USA) (Disc 1) (Key Disc) (Sega CD),华氏温度 （美版） (DISC 1) (KEY DISC) (世嘉 CD),MDCD#144
mdcd,Fahrenheit (USA) (Disc 2) (32X CD),华氏温度 （美版） (DISC 2) (32X CD),MDCD#145
mdcd,Fatal Fury Special (Europe) (Beta),饿狼传说 特别版 （欧版） (测试版),MDCD#146
mdcd,Fatal Fury Special (Europe) (Demo),饿狼传说 特别版 （欧版） (体验版),MDCD#147
mdcd,Fatal Fury Special (Europe),饿狼传说 特别版 （欧版）,MDCD#148
mdcd,Fatal Fury Special (USA),饿狼传说 特别版 （美版）,MDCD#149
mdcd,FIFA International Soccer (USA),FIFA 国际化 足球 （美版）,MDCD#150
mdcd,FIFA International Soccer - Championship Edition (Europe) (Demo) (Alt),FIFA 国际化 足球 - 锦标赛版 （欧版） (体验版) (ALT),MDCD#151
mdcd,FIFA International Soccer - Championship Edition (Europe) (Demo),FIFA 国际化 足球 - 锦标赛版 （欧版） (体验版),MDCD#152
mdcd,FIFA International Soccer - Championship Edition (Europe),FIFA 国际化 足球 - 锦标赛版 （欧版）,MDCD#153
mdcd,Final Fight CD (Europe),快打旋风 CD （欧版）,MDCD#154
mdcd,Final Fight CD (Japan) (Rev A),快打旋风 CD （日版） (REV A),MDCD#155
mdcd,Final Fight CD (Japan),快打旋风 CD （日版）,MDCD#156
mdcd,Final Fight CD (USA) (Alt 1),快打旋风 CD （美版） (ALT 1),MDCD#157
mdcd,Final Fight CD (USA) (Alt 2),快打旋风 CD （美版） (ALT 2),MDCD#158
mdcd,Final Fight CD (USA),快打旋风 CD （美版）,MDCD#159
mdcd,Flashback (Europe) (Demo),闪回 （欧版） (体验版),MDCD#160
mdcd,Flashback - The Quest for Identity (USA),闪回 - 身份之谜 （美版）,MDCD#161
mdcd,Flink (Europe),弗兰克 （欧版）,MDCD#162
mdcd,Flink (USA),弗兰克 （美版）,MDCD#163
mdcd,Formula One World Championship - Beyond the Limit (Europe),一级方程式世界锦标赛 - 超越极限 （欧版）,MDCD#164
mdcd,Formula One World Championship - Beyond the Limit (USA),一级方程式世界锦标赛 - 超越极限 （美版）,MDCD#165
mdcd,Fresh Cleaner (Japan),清洁剂 （日版）,MDCD#166
mdcd,Game no Kandume Vol. 1 (Japan),游戏结束 卷 1 （日版）,MDCD#167
mdcd,Game no Kandume Vol. 2 (Japan),游戏结束 卷 2 （日版）,MDCD#168
mdcd,Garou Densetsu Special (Japan),饿狼传说 DENSETSU 特别版 （日版）,MDCD#169
mdcd,Genei Toshi - Illusion City (Japan),幻影都市 （日版）,MDCD#170
mdcd,Ground Zero Texas (Europe) (Disc 1),德克萨斯州世贸中心 （欧版） (DISC 1),MDCD#171
mdcd,Ground Zero Texas (Europe) (Disc 2),德克萨斯州世贸中心 （欧版） (DISC 2),MDCD#172
mdcd,Ground Zero Texas (USA) (Disc 1),德克萨斯州世贸中心 （美版） (DISC 1),MDCD#173
mdcd,Ground Zero Texas (USA) (Disc 2) (Alt),德克萨斯州世贸中心 （美版） (DISC 2) (ALT),MDCD#174
mdcd,Ground Zero Texas (USA) (Disc 2),德克萨斯州世贸中心 （美版） (DISC 2),MDCD#175
mdcd,Gyuwambler Jiko Chuushinha 2 - Gekitou! Tokyo Mahjongland Hen (Japan),自我中心派 2 - GEKITOU! 东京麻将篇 （日版）,MDCD#176
mdcd,Heart of the Alien - Out of This World Parts I and II (USA) (RE),异性之心 - 世界之外1+2 （美版） (RE),MDCD#177
mdcd,Heavenly Symphony - Formula One World Championship 1993 (Japan),天堂交响曲 - 一级方程式世界锦标赛 1993 （日版）,MDCD#178
mdcd,Heavy Nova (Japan),重装诺瓦 （日版）,MDCD#179
mdcd,Heimdall (Japan),守护神 海姆达尔 （日版）,MDCD#180
mdcd,Heimdall (USA),守护神 海姆达尔 （美版）,MDCD#181
mdcd,Hook (Europe),小飞侠 （欧版）,MDCD#182
mdcd,Hook (USA) (Alt),小飞侠 （美版） (ALT),MDCD#183
mdcd,Hook (USA),小飞侠 （美版）,MDCD#184
mdcd,"IIIrd World War, The (Japan)",第三次世界大战 （日版）,MDCD#185
mdcd,Iron Helix (USA),钢铁螺旋 （美版）,MDCD#186
mdcd,Ishii Hisaichi no Daiseikai (Japan),势均力敌的大政界 （日版）,MDCD#187
mdcd,"Jaguar XJ220 (Europe) (En,Ja)","美洲虎 XJ220 （欧版） (EN,JA)",MDCD#188
mdcd,"Jaguar XJ220 (Japan) (En,Ja)","美洲虎 XJ220 （日版） (EN,JA)",MDCD#189
mdcd,Jaguar XJ220 (USA),美洲虎 XJ220 （美版）,MDCD#190
mdcd,Jangou World Cup (Japan),JANGOU WORLD CUP （日版）,MDCD#191
mdcd,Jeopardy! (USA),危险边缘知识问答 （美版）,MDCD#192
mdcd,Joe Montana's NFL Football (USA),乔蒙大拿的橄榄球联赛 （美版）,MDCD#193
mdcd,Jurassic Park (Europe) (Rerelease),侏罗纪公园 （欧版） (再发行版),MDCD#194
mdcd,Jurassic Park (Europe),侏罗纪公园 （欧版）,MDCD#195
mdcd,Jurassic Park (France),侏罗纪公园 （法版）,MDCD#196
mdcd,Jurassic Park (Germany),侏罗纪公园 （德版）,MDCD#197
mdcd,Jurassic Park (Japan),侏罗纪公园 （日版）,MDCD#198
mdcd,Jurassic Park (Spain),侏罗纪公园 (西班牙版),MDCD#199
mdcd,Jurassic Park (USA) (RE),侏罗纪公园 （美版） (RE),MDCD#200
mdcd,Kamen Rider ZO (Japan),假面骑士 ZO （日版）,MDCD#201
mdcd,Keio Flying Squadron (Europe) (Demo),慶応遊撃隊 （欧版） (体验版),MDCD#202
mdcd,Keio Flying Squadron (Europe),慶応遊撃隊 （欧版）,MDCD#203
mdcd,Keio Flying Squadron (USA),慶応遊撃隊 （美版）,MDCD#204
mdcd,Keiou Yuugekitai (Japan) (Sample),慶応遊撃隊 （日版） 体验版,MDCD#205
mdcd,Keiou Yuugekitai (Japan),慶応遊撃隊 （日版）,MDCD#206
mdcd,Kids on Site (Europe) (RE-1),现场儿童 （欧版） (RE-1),MDCD#207
mdcd,Kids on Site (USA),现场儿童 （美版）,MDCD#208
mdcd,"Lawnmower Man, The (Europe) (Demo)",割草人 （欧版） (体验版),MDCD#209
mdcd,"Lawnmower Man, The (Europe)",割草人 （欧版）,MDCD#210
mdcd,"Lawnmower Man, The (USA)",割草人 （美版）,MDCD#211
mdcd,Lethal Enforcers (Europe),致命杀手 （欧版）,MDCD#212
mdcd,Lethal Enforcers (Japan),致命杀手 （日版）,MDCD#213
mdcd,Lethal Enforcers (USA) (Alt),致命杀手 （美版） (ALT),MDCD#214
mdcd,Lethal Enforcers (USA),致命杀手 （美版）,MDCD#215
mdcd,Lethal Enforcers II - Gun Fighters (Europe) (Beta),致命杀手 II - GUN FIGHTERS （欧版） (测试版),MDCD#216
mdcd,Lethal Enforcers II - Gun Fighters (Europe) (Demo),致命杀手 II - GUN FIGHTERS （欧版） (体验版),MDCD#217
mdcd,Lethal Enforcers II - Gun Fighters (Europe),致命杀手 II - GUN FIGHTERS （欧版）,MDCD#218
mdcd,Lethal Enforcers II - Gun Fighters (USA),致命杀手 II - GUN FIGHTERS （美版）,MDCD#219
mdcd,Lethal Enforcers II - The Western (Japan),致命杀手 II - THE WESTERN （日版）,MDCD#220
mdcd,Links - The Challenge of Golf (USA) (RE),高尔夫挑战赛 （美版） (RE),MDCD#221
mdcd,"Loadstar - The Legend of Tully Bodine (USA, Brazil)","北极星-杜利伯丁传奇 (美国版,巴西版)",MDCD#222
mdcd,Lords of Thunder (Europe),雷神 （欧版）,MDCD#223
mdcd,Lords of Thunder (USA),雷神 （美版）,MDCD#224
mdcd,Lunar - Eternal Blue (Japan) (Demo),露娜 - 永恒之蓝 （日版） (体验版),MDCD#225
mdcd,Lunar - Eternal Blue (Japan) (Rev A),露娜 - 永恒之蓝 （日版） (REV A),MDCD#226
mdcd,Lunar - Eternal Blue (Japan),露娜 - 永恒之蓝 （日版）,MDCD#227
mdcd,Lunar - Eternal Blue (USA) (RE),露娜 - 永恒之蓝 （美版） (RE),MDCD#228
mdcd,Lunar - The Silver Star (Japan),露娜 - 银河之星 （日版）,MDCD#229
mdcd,Lunar - The Silver Star (USA) (RE),露娜 - 银河之星 （美版） (RE),MDCD#230
mdcd,Lunar - The Silver Star (USA),露娜 - 银河之星 （美版）,MDCD#231
mdcd,Mad Dog II - The Lost Gold (USA),疯狗Ⅱ之黄金失窃案 （美版）,MDCD#232
mdcd,Mad Dog McCree (USA),疯狗麦基利 （美版）,MDCD#233
mdcd,Mahou no Shoujo - Silky Lip (Japan),魔法少女 - 柔滑的嘴唇 （日版）,MDCD#234
mdcd,Make My Video - INXS (Europe),制作我的视频 - INXS （欧版）,MDCD#235
mdcd,Make My Video - INXS (USA) (Beta),制作我的视频 - INXS （美版） (测试版),MDCD#236
mdcd,Make My Video - INXS (USA),制作我的视频 - INXS （美版）,MDCD#237
mdcd,Make My Video - Kris Kross (Europe),制作我的视频 - KRIS KROSS （欧版）,MDCD#238
mdcd,Make My Video - Kris Kross (USA),制作我的视频 - KRIS KROSS （美版）,MDCD#239
mdcd,Make My Video - Marky Mark and the Funky Bunch (USA) (Beta),制作我的视频 - 马克和那群时髦的家伙 （美版） (测试版),MDCD#240
mdcd,Make My Video - Marky Mark and the Funky Bunch (USA),制作我的视频 - 马克和那群时髦的家伙 （美版）,MDCD#241
mdcd,Mansion of Hidden Souls (USA),梦见馆物语 （美版）,MDCD#242
mdcd,"Marko's Magic Football (Europe) (En,Fr,De,Es)","马可的魔术足球 （欧版） (EN,FR,DE,ES)",MDCD#243
mdcd,Mary Shelley's Frankenstein (USA),科学怪人之再生情狂 （美版）,MDCD#244
mdcd,"Masked Rider, The - Kamen Rider ZO (USA)",假面骑士 ZO （美版）,MDCD#245
mdcd,Mega Schwarzschild (Japan),银河战国列传 （日版）,MDCD#246
mdcd,MegaRace (USA),烈火战车 （美版）,MDCD#247
mdcd,"Mickey Mania (Europe) (Demo) (Mega Power, Sega Pro)","疯狂米老鼠 （欧版） (体验版) (MEGA POWER, 世嘉 PRO)",MDCD#248
mdcd,Mickey Mania (Europe) (Demo) (Mega Sega),疯狂米老鼠 （欧版） (体验版) (MEGA 世嘉),MDCD#249
mdcd,Mickey Mania (Europe),疯狂米老鼠 （欧版）,MDCD#250
mdcd,Mickey Mania - The Timeless Adventures of Mickey Mouse (USA),米老鼠狂热-米老鼠永恒的冒险 （美版）,MDCD#251
mdcd,Microcosm (Europe) (Alt),缩影 （欧版） (ALT),MDCD#252
mdcd,Microcosm (Europe),缩影 （欧版）,MDCD#253
mdcd,Microcosm (Japan) (Demo),缩影 （日版） (体验版),MDCD#254
mdcd,Microcosm (Japan),缩影 （日版）,MDCD#255
mdcd,Microcosm (USA),缩影 （美版）,MDCD#256
mdcd,Midnight Raiders (Europe),夜袭者 （欧版）,MDCD#257
mdcd,Midnight Raiders (USA),夜袭者 （美版）,MDCD#258
mdcd,Might and Magic III - Isles of Terra (Japan),魔法门3:幻岛历险记 （日版）,MDCD#259
mdcd,Mighty Morphin Power Rangers (Europe),恐龙战士 （欧版）,MDCD#260
mdcd,Mighty Morphin Power Rangers (USA),恐龙战士 （美版）,MDCD#261
mdcd,Mortal Kombat (Europe),真人快打 （欧版）,MDCD#262
mdcd,Mortal Kombat (USA),真人快打 （美版）,MDCD#263
mdcd,Mortal Kombat Kanzenban (Japan),真人快打 完全版 （日版）,MDCD#264
mdcd,My Paint (USA),我的涂鸦 （美版）,MDCD#265
mdcd,NBA Jam (Europe),美国职业篮球联赛JAM （欧版）,MDCD#266
mdcd,NBA Jam (Japan),美国职业篮球联赛JAM （日版）,MDCD#267
mdcd,NBA Jam (USA),美国职业篮球联赛JAM （美版）,MDCD#268
mdcd,NFL Football Trivia Challenge (USA),美国橄榄球挑战赛 （美版）,MDCD#269
mdcd,NFL's Greatest - San Francisco vs. Dallas 1978-1993 (USA),NFL伟大时刻-旧金山对达拉斯 1978-1993 （美版）,MDCD#270
mdcd,NHL '94 (USA),加拿大冰球联赛 '94 （美版）,MDCD#271
mdcd,NHL Hockey '94 (Europe),加拿大冰球联赛 HOCKEY '94 （欧版）,MDCD#272
mdcd,"Night Striker (Japan, Korea)","午夜出击 (日版,韩版)",MDCD#273
mdcd,Night Trap (Europe) (Disc 1) (Mega-CD 32X),午夜陷阱 （欧版） (DISC 1) (MEGA-CD 32X),MDCD#274
mdcd,Night Trap (Europe) (Disc 1),午夜陷阱 （欧版） (DISC 1),MDCD#275
mdcd,Night Trap (Europe) (Disc 2) (Mega-CD 32X),午夜陷阱 （欧版） (DISC 2) (MEGA-CD 32X),MDCD#276
mdcd,Night Trap (Europe) (Disc 2),午夜陷阱 （欧版） (DISC 2),MDCD#277
mdcd,Night Trap (France) (Disc 1),午夜陷阱 （法版） (DISC 1),MDCD#278
mdcd,Night Trap (France) (Disc 2),午夜陷阱 （法版） (DISC 2),MDCD#279
mdcd,Night Trap (Japan) (Disc 1),午夜陷阱 （日版） (DISC 1),MDCD#280
mdcd,Night Trap (Japan) (Disc 2),午夜陷阱 （日版） (DISC 2),MDCD#281
mdcd,Night Trap (Japan) (Sample),午夜陷阱 （日版） 体验版,MDCD#282
mdcd,Night Trap (USA) (Disc 1) (Alt),午夜陷阱 （美版） (DISC 1) (ALT),MDCD#283
mdcd,Night Trap (USA) (Disc 1) (Rerelease) (Alt),午夜陷阱 （美版） (DISC 1) (再发行版) (ALT),MDCD#284
mdcd,Night Trap (USA) (Disc 1) (Rerelease),午夜陷阱 （美版） (DISC 1) (再发行版),MDCD#285
mdcd,Night Trap (USA) (Disc 1) (Sega CD 32X) (RE-1),午夜陷阱 （美版） (DISC 1) (世嘉 CD 32X) (RE-1),MDCD#286
mdcd,Night Trap (USA) (Disc 1),午夜陷阱 （美版） (DISC 1),MDCD#287
