system,game_id,game_name,ch_name,dlc_id,dlc_name,region
psvdlc,PCSE00948,VALKYRIE DRIVE -BHIKKHUNI-,女武神驱动：比基尼 [英文版],DLC-0000000000000006,VALKYRIE DRIVE -MERMAID- 01 Bonus Paradise Swimsuit BLACK SIREN,USA
psvdlc,PCSE00950,Shantae: Half-Genie Hero (3.61+!) [3.63],桑塔：半精灵英雄 [需3.63及以上系统版本 | 英文版],DLC-SHANTAECOSTUMEPK,Shantae - Costume Pack,USA
psvdlc,PCSE00950,Shantae: Half-Genie Hero (3.61+!) [3.63],桑塔：半精灵英雄 [需3.63及以上系统版本 | 英文版],DLC-FRIENDSTOTHEEND0,Shantae - Friends to the End,USA
psvdlc,PCSE00950,Shantae: Half-Genie Hero (3.61+!) [3.63],桑塔：半精灵英雄 [需3.63及以上系统版本 | 英文版],DLC-BACKEREXCLUSIVE1,Shantae - Half-Genie Hero - Color Swaps + Drifter Blade,USA
psvdlc,PCSE00950,Shantae: Half-Genie Hero (3.61+!) [3.63],桑塔：半精灵英雄 [需3.63及以上系统版本 | 英文版],DLC-SHANTAETINKERBAT,Shantae - Half-Genie Hero - Tinkerbat Dance,USA
psvdlc,PCSE00950,Shantae: Half-Genie Hero (3.61+!) [3.63],桑塔：半精灵英雄 [需3.63及以上系统版本 | 英文版],DLC-RISKYBOOTSMODE01,Shantae - Pirate Queen's Quest,USA
psvdlc,PCSE00990,Touhou Genso Wanderer (3.61+!) [3.63],不可思议的幻想乡 [需3.63及以上系统版本 | 英文版],DLC-DLC0000000000004,Playable Character - Momiji Inubashiri,USA
psvdlc,PCSE00998,Atelier Shallie Plus: Alchemists of the Dusk Sea (3.61+!) [3.63],夏利的炼金工房 Plus：黄昏之海的炼金术士 [需3.63及以上系统版本 | 英文版],DLC-SHALLIECOSTUME03,"Atelier Shallie Plus - Additional Costume, Administrator Suit",USA
psvdlc,PCSE00998,Atelier Shallie Plus: Alchemists of the Dusk Sea (3.61+!) [3.63],夏利的炼金工房 Plus：黄昏之海的炼金术士 [需3.63及以上系统版本 | 英文版],DLC-FAMITSU8COSTUME1,"Atelier Shallie Plus - Additional Costume, Cosmo Fighter",USA
psvdlc,PCSE00998,Atelier Shallie Plus: Alchemists of the Dusk Sea (3.61+!) [3.63],夏利的炼金工房 Plus：黄昏之海的炼金术士 [需3.63及以上系统版本 | 英文版],DLC-DENGEKI8COSTUME1,"Atelier Shallie Plus - Additional Costume, Hero Girl",USA
psvdlc,PCSE00998,Atelier Shallie Plus: Alchemists of the Dusk Sea (3.61+!) [3.63],夏利的炼金工房 Plus：黄昏之海的炼金术士 [需3.63及以上系统版本 | 英文版],DLC-SHALLIECOSTUME02,"Atelier Shallie Plus - Additional Costume, Plachta Style",USA
psvdlc,PCSE00998,Atelier Shallie Plus: Alchemists of the Dusk Sea (3.61+!) [3.63],夏利的炼金工房 Plus：黄昏之海的炼金术士 [需3.63及以上系统版本 | 英文版],DLC-SHALLIECOSTUME01,"Atelier Shallie Plus - Additional Costume, Sophie Style",USA
psvdlc,PCSE00998,Atelier Shallie Plus: Alchemists of the Dusk Sea (3.61+!) [3.63],夏利的炼金工房 Plus：黄昏之海的炼金术士 [需3.63及以上系统版本 | 英文版],DLC-BGMPACKFAMITU000,Atelier Shallie Plus - Atelier Series Special BGM Pack - A,USA
psvdlc,PCSE00998,Atelier Shallie Plus: Alchemists of the Dusk Sea (3.61+!) [3.63],夏利的炼金工房 Plus：黄昏之海的炼金术士 [需3.63及以上系统版本 | 英文版],DLC-BGMPACKDENGEKI00,Atelier Shallie Plus - Atelier Series Special BGM Pack - B,USA
psvdlc,PCSE00998,Atelier Shallie Plus: Alchemists of the Dusk Sea (3.61+!) [3.63],夏利的炼金工房 Plus：黄昏之海的炼金术士 [需3.63及以上系统版本 | 英文版],DLC-BGMPACK0FIRST000,Atelier Shallie Plus - BGM Package,USA
psvdlc,PCSE01003,Valkyria Revolution (3.61+!) [3.63],苍蓝革命之女武神 [需3.63及以上系统版本 | 英文版],DLC-ARVALKYRIEDL0004,Valkyria Revolution DLC A Day in the Life of the Wolves,USA
psvdlc,PCSE01003,Valkyria Revolution (3.61+!) [3.63],苍蓝革命之女武神 [需3.63及以上系统版本 | 英文版],DLC-ARVALKYRIEDL0009,Valkyria Revolution DLC As Luck Would Have It,USA
psvdlc,PCSE01003,Valkyria Revolution (3.61+!) [3.63],苍蓝革命之女武神 [需3.63及以上系统版本 | 英文版],DLC-ARVALKYRIEDL0311,Valkyria Revolution DLC Burn Field+,USA
psvdlc,PCSE01003,Valkyria Revolution (3.61+!) [3.63],苍蓝革命之女武神 [需3.63及以上系统版本 | 英文版],DLC-ARVALKYRIEDL0001,Valkyria Revolution DLC Can't Stop Falling in Love,USA
psvdlc,PCSE01003,Valkyria Revolution (3.61+!) [3.63],苍蓝革命之女武神 [需3.63及以上系统版本 | 英文版],DLC-ARVALKYRIEDL0304,Valkyria Revolution DLC Gravity 10+,USA
psvdlc,PCSE01003,Valkyria Revolution (3.61+!) [3.63],苍蓝革命之女武神 [需3.63及以上系统版本 | 英文版],DLC-ARVALKYRIEDL0303,Valkyria Revolution DLC Heal Field+,USA
psvdlc,PCSE01003,Valkyria Revolution (3.61+!) [3.63],苍蓝革命之女武神 [需3.63及以上系统版本 | 英文版],DLC-ARVALKYRIEDL0005,Valkyria Revolution DLC Hunger Pangs and Royal Pains,USA
psvdlc,PCSE01003,Valkyria Revolution (3.61+!) [3.63],苍蓝革命之女武神 [需3.63及以上系统版本 | 英文版],DLC-ARVALKYRIEDL0308,Valkyria Revolution DLC Jumping Wind+,USA
psvdlc,PCSE01003,Valkyria Revolution (3.61+!) [3.63],苍蓝革命之女武神 [需3.63及以上系统版本 | 英文版],DLC-ARVALKYRIEDL0006,Valkyria Revolution DLC Lamentations of Men,USA
psvdlc,PCSE01003,Valkyria Revolution (3.61+!) [3.63],苍蓝革命之女武神 [需3.63及以上系统版本 | 英文版],DLC-ARVALKYRIEDL0007,Valkyria Revolution DLC Name of the Augmented Warrior,USA
psvdlc,PCSE01003,Valkyria Revolution (3.61+!) [3.63],苍蓝革命之女武神 [需3.63及以上系统版本 | 英文版],DLC-ARVALKYRIEDL0203,Valkyria Revolution DLC Ragnite Shard (C),USA
psvdlc,PCSE01003,Valkyria Revolution (3.61+!) [3.63],苍蓝革命之女武神 [需3.63及以上系统版本 | 英文版],DLC-ARVALKYRIEDL0204,Valkyria Revolution DLC Ragnite Shard (D),USA
psvdlc,PCSE01003,Valkyria Revolution (3.61+!) [3.63],苍蓝革命之女武神 [需3.63及以上系统版本 | 英文版],DLC-ARVALKYRIEDL0206,Valkyria Revolution DLC Ragnite Shard (F),USA
psvdlc,PCSE01003,Valkyria Revolution (3.61+!) [3.63],苍蓝革命之女武神 [需3.63及以上系统版本 | 英文版],DLC-ARVALKYRIEDL0207,Valkyria Revolution DLC Ragnite Shard (G),USA
psvdlc,PCSE01003,Valkyria Revolution (3.61+!) [3.63],苍蓝革命之女武神 [需3.63及以上系统版本 | 英文版],DLC-ARVALKYRIEDL0208,Valkyria Revolution DLC Ragnite Shard (H),USA
psvdlc,PCSE01003,Valkyria Revolution (3.61+!) [3.63],苍蓝革命之女武神 [需3.63及以上系统版本 | 英文版],DLC-ARVALKYRIEDL0306,Valkyria Revolution DLC Ring Squall+,USA
psvdlc,PCSE01003,Valkyria Revolution (3.61+!) [3.63],苍蓝革命之女武神 [需3.63及以上系统版本 | 英文版],DLC-ARVALKYRIEDL0307,Valkyria Revolution DLC Rush Bolt+,USA
psvdlc,PCSE01003,Valkyria Revolution (3.61+!) [3.63],苍蓝革命之女武神 [需3.63及以上系统版本 | 英文版],DLC-ARVALKYRIEDL0309,Valkyria Revolution DLC Shine Calibur+,USA
psvdlc,PCSE01003,Valkyria Revolution (3.61+!) [3.63],苍蓝革命之女武神 [需3.63及以上系统版本 | 英文版],DLC-ARVALKYRIEDL0302,Valkyria Revolution DLC Smash Blaze+,USA
psvdlc,PCSE01003,Valkyria Revolution (3.61+!) [3.63],苍蓝革命之女武神 [需3.63及以上系统版本 | 英文版],DLC-ARVALKYRIEDL0101,Valkyria Revolution DLC Special Issue Gear - Veteran Pouch+,USA
psvdlc,PCSE01003,Valkyria Revolution (3.61+!) [3.63],苍蓝革命之女武神 [需3.63及以上系统版本 | 英文版],DLC-ARVALKYRIEDL0310,Valkyria Revolution DLC Spinning Squall+,USA
psvdlc,PCSE01003,Valkyria Revolution (3.61+!) [3.63],苍蓝革命之女武神 [需3.63及以上系统版本 | 英文版],DLC-ARVALKYRIEDL0013,Valkyria Revolution DLC Standing Before a Dying Wish,USA
psvdlc,PCSE01003,Valkyria Revolution (3.61+!) [3.63],苍蓝革命之女武神 [需3.63及以上系统版本 | 英文版],DLC-ARVALKYRIEDL0012,Valkyria Revolution DLC Study of Flowers,USA
psvdlc,PCSE01003,Valkyria Revolution (3.61+!) [3.63],苍蓝革命之女武神 [需3.63及以上系统版本 | 英文版],DLC-ARVALKYRIEDL0003,Valkyria Revolution DLC The Formation of Vanargand,USA
psvdlc,PCSE01003,Valkyria Revolution (3.61+!) [3.63],苍蓝革命之女武神 [需3.63及以上系统版本 | 英文版],DLC-ARVALKYRIEDL0010,Valkyria Revolution DLC The Orphans' Dreams,USA
psvdlc,PCSE01003,Valkyria Revolution (3.61+!) [3.63],苍蓝革命之女武神 [需3.63及以上系统版本 | 英文版],DLC-ARVALKYRIEDL0011,Valkyria Revolution DLC The Ring of Contract,USA
psvdlc,PCSE01003,Valkyria Revolution (3.61+!) [3.63],苍蓝革命之女武神 [需3.63及以上系统版本 | 英文版],DLC-ARVALKYRIEDL0014,Valkyria Revolution DLC The Road to That House,USA
psvdlc,PCSE01003,Valkyria Revolution (3.61+!) [3.63],苍蓝革命之女武神 [需3.63及以上系统版本 | 英文版],DLC-ARVALKYRIEDL0008,Valkyria Revolution DLC The Soloist of the Battlefield,USA
psvdlc,PCSE01003,Valkyria Revolution (3.61+!) [3.63],苍蓝革命之女武神 [需3.63及以上系统版本 | 英文版],DLC-ARVALKYRIEDL0002,Valkyria Revolution DLC The Traitors' Daily Lives,USA
psvdlc,PCSE01003,Valkyria Revolution (3.61+!) [3.63],苍蓝革命之女武神 [需3.63及以上系统版本 | 英文版],DLC-ARVALKYRIEDL0301,Valkyria Revolution DLC Time Flux+,USA
psvdlc,PCSE01014,Mary Skelter: Nightmares (3.61+!) [3.65],神狱塔：断罪玛丽 [需3.65及以上系统版本 | 英文版],DLC-ADDCONTENTDLC004,Dengeki Busshi Haifu 01,USA
psvdlc,PCSE01014,Mary Skelter: Nightmares (3.61+!) [3.65],神狱塔：断罪玛丽 [需3.65及以上系统版本 | 英文版],DLC-ADDCONTENTDLC005,Dengeki Busshi Haifu 02,USA
psvdlc,PCSE01014,Mary Skelter: Nightmares (3.61+!) [3.65],神狱塔：断罪玛丽 [需3.65及以上系统版本 | 英文版],DLC-ADDCONTENTDLC000,Job - Sakura Maiden,USA
psvdlc,PCSE01026,GOD WARS Future Past (3.61+!) [3.63],神之战：超越时空 [需3.63及以上系统版本 | 英文版],DLC-GWDLC01MITOYOOKI,Additional Scenario 1 - The Future of Hyuga,USA
psvdlc,PCSE01026,GOD WARS Future Past (3.61+!) [3.63],神之战：超越时空 [需3.63及以上系统版本 | 英文版],DLC-GWDLC02IKOKUKARA,Additional Scenario 2 - New Enemies,USA
psvdlc,PCSE01026,GOD WARS Future Past (3.61+!) [3.63],神之战：超越时空 [需3.63及以上系统版本 | 英文版],DLC-DLC000000000YOMI,Additional Scenario 3 - Labyrinth of Yomi,USA
psvdlc,PCSE01026,GOD WARS Future Past (3.61+!) [3.63],神之战：超越时空 [需3.63及以上系统版本 | 英文版],DLC-GWDLC03AKIBA0000,Akiba Sword Set,USA
psvdlc,PCSE01026,GOD WARS Future Past (3.61+!) [3.63],神之战：超越时空 [需3.63及以上系统版本 | 英文版],DLC-GWDLC02EARTH0000,Earth Axe Set,USA
psvdlc,PCSE01026,GOD WARS Future Past (3.61+!) [3.63],神之战：超越时空 [需3.63及以上系统版本 | 英文版],DLC-GWDLC01000FOREST,Forest Spear Set,USA
psvdlc,PCSE01026,GOD WARS Future Past (3.61+!) [3.63],神之战：超越时空 [需3.63及以上系统版本 | 英文版],DLC-GWDLC08FOX000000,Fox Weapon Set,USA
psvdlc,PCSE01026,GOD WARS Future Past (3.61+!) [3.63],神之战：超越时空 [需3.63及以上系统版本 | 英文版],DLC-GWDLC03SOSETSHIN,Kaguya's Starting Equipment Set - God BowHoodRobe,USA
psvdlc,PCSE01026,GOD WARS Future Past (3.61+!) [3.63],神之战：超越时空 [需3.63及以上系统版本 | 英文版],DLC-GWDLC10KAME00000,Kame's Good Fortune Set,USA
psvdlc,PCSE01026,GOD WARS Future Past (3.61+!) [3.63],神之战：超越时空 [需3.63及以上系统版本 | 英文版],DLC-GWDLC07LIGHTNING,Lightning Weapon Set,USA
psvdlc,PCSE01026,GOD WARS Future Past (3.61+!) [3.63],神之战：超越时空 [需3.63及以上系统版本 | 英文版],DLC-GWDLC04KIBI00000,Momotaro's Kibi Dumpling Set,USA
psvdlc,PCSE01026,GOD WARS Future Past (3.61+!) [3.63],神之战：超越时空 [需3.63及以上系统版本 | 英文版],DLC-GWDLC11OOKAMI000,Ookami Siblings Treasure Set,USA
psvdlc,PCSE01026,GOD WARS Future Past (3.61+!) [3.63],神之战：超越时空 [需3.63及以上系统版本 | 英文版],DLC-DLC000000ORIHIME,Orihime,USA
psvdlc,PCSE01026,GOD WARS Future Past (3.61+!) [3.63],神之战：超越时空 [需3.63及以上系统版本 | 英文版],DLC-GWDLC09SACRED000,True Three Sacred Treasures Set,USA
psvdlc,PCSE01026,GOD WARS Future Past (3.61+!) [3.63],神之战：超越时空 [需3.63及以上系统版本 | 英文版],DLC-GWDLC05UZUME0000,Uzume's Dancer Set,USA
psvdlc,PCSE01034,Berserk and the Band of the Hawk (3.61+!) [3.63],烙印勇士无双 [需3.63及以上系统版本 | 英文版],DLC-SLAYERDLCCOS0003,Bonus Costume Griffith (The Ebony Hawk Version),USA
psvdlc,PCSE01034,Berserk and the Band of the Hawk (3.61+!) [3.63],烙印勇士无双 [需3.63及以上系统版本 | 英文版],DLC-SLAYERDLCCOS0002,Bonus Costume Griffith (The Golden Hawk Version),USA
psvdlc,PCSE01034,Berserk and the Band of the Hawk (3.61+!) [3.63],烙印勇士无双 [需3.63及以上系统版本 | 英文版],DLC-SLAYERDLCCOS0006,Bonus Costume Guts (The Golden Swordsman Version),USA
psvdlc,PCSE01034,Berserk and the Band of the Hawk (3.61+!) [3.63],烙印勇士无双 [需3.63及以上系统版本 | 英文版],DLC-SLAYERDLCCOS0001,Bonus Costume Guts (The White Swordsman Version),USA
psvdlc,PCSE01034,Berserk and the Band of the Hawk (3.61+!) [3.63],烙印勇士无双 [需3.63及以上系统版本 | 英文版],DLC-SLAYERDLCCOS0005,Bonus Costume Schierke (Blue Striped Outfit Version),USA
psvdlc,PCSE01034,Berserk and the Band of the Hawk (3.61+!) [3.63],烙印勇士无双 [需3.63及以上系统版本 | 英文版],DLC-SLAYERDLCCOS0004,Bonus Costume Schierke (Doodle-Face Pirate Version),USA
psvdlc,PCSE01037,The Caligula Effect (3.61+!) [3.63],卡里古拉 [需3.63及以上系统版本 | 英文版],DLC-CALIGULADLC00002,The Caligula Effect Swimsuit Costume Set,USA
psvdlc,PCSE01041,Deemo: The Last Recital,古树旋律：最终演奏 [需3.63及以上系统版本 | 英文版],DLC-BOOKADPIANO00001,AD -PIANO Collection,USA
psvdlc,PCSE01041,Deemo: The Last Recital,古树旋律：最终演奏 [需3.63及以上系统版本 | 英文版],DLC-BOOKAIOI00000001,Aioi Collection,USA
psvdlc,PCSE01041,Deemo: The Last Recital,古树旋律：最终演奏 [需3.63及以上系统版本 | 英文版],DLC-BOOKBRIAN0000001,Brian Crain Collection,USA
psvdlc,PCSE01041,Deemo: The Last Recital,古树旋律：最终演奏 [需3.63及以上系统版本 | 英文版],DLC-BOOKCYTUS0000001,Cytus Selection Vol.1,USA
psvdlc,PCSE01041,Deemo: The Last Recital,古树旋律：最终演奏 [需3.63及以上系统版本 | 英文版],DLC-BOOKCYTUS0000002,Cytus Selection Vol.2,USA
psvdlc,PCSE01041,Deemo: The Last Recital,古树旋律：最终演奏 [需3.63及以上系统版本 | 英文版],DLC-BOOKDSPIANO00001,DS -PIANO Collection,USA
psvdlc,PCSE01041,Deemo: The Last Recital,古树旋律：最终演奏 [需3.63及以上系统版本 | 英文版],DLC-BOOKESHEN0000001,Eshen Chen Colleciton Vol.1 - Transmission,USA
psvdlc,PCSE01041,Deemo: The Last Recital,古树旋律：最终演奏 [需3.63及以上系统版本 | 英文版],DLC-BOOKKNIGHT000001,Knight Iris Collection,USA
psvdlc,PCSE01041,Deemo: The Last Recital,古树旋律：最终演奏 [需3.63及以上系统版本 | 英文版],DLC-BOOKKNIGHT000002,Knight Rosabell Collection,USA
psvdlc,PCSE01041,Deemo: The Last Recital,古树旋律：最终演奏 [需3.63及以上系统版本 | 英文版],DLC-BOOKLLOWER000001,L - The Lower Collection,USA
psvdlc,PCSE01041,Deemo: The Last Recital,古树旋律：最终演奏 [需3.63及以上系统版本 | 英文版],DLC-BOOKLUPPER000001,L - The Upper Collection,USA
psvdlc,PCSE01041,Deemo: The Last Recital,古树旋律：最终演奏 [需3.63及以上系统版本 | 英文版],DLC-BOOKM2UXNICODE01,M2U X NICODE Collection,USA
psvdlc,PCSE01041,Deemo: The Last Recital,古树旋律：最终演奏 [需3.63及以上系统版本 | 英文版],DLC-BOOKMILI00000002,MILI Collection Vol.2,USA
psvdlc,PCSE01041,Deemo: The Last Recital,古树旋律：最终演奏 [需3.63及以上系统版本 | 英文版],DLC-BOOKMILI00000001,MILI Collection,USA
psvdlc,PCSE01041,Deemo: The Last Recital,古树旋律：最终演奏 [需3.63及以上系统版本 | 英文版],DLC-BOOKNMST00000001,N.M.S.T. Collection,USA
psvdlc,PCSE01041,Deemo: The Last Recital,古树旋律：最终演奏 [需3.63及以上系统版本 | 英文版],DLC-BOOKRABPIT000001,Rabpit Collection,USA
psvdlc,PCSE01041,Deemo: The Last Recital,古树旋律：最终演奏 [需3.63及以上系统版本 | 英文版],DLC-BOOKRAC000000001,RAC Collection#1,USA
psvdlc,PCSE01041,Deemo: The Last Recital,古树旋律：最终演奏 [需3.63及以上系统版本 | 英文版],DLC-BOOKRAC000000002,RAC Collection#2,USA
psvdlc,PCSE01041,Deemo: The Last Recital,古树旋律：最终演奏 [需3.63及以上系统版本 | 英文版],DLC-BOOKRAC000000003,RAC Collection#3,USA
psvdlc,PCSE01041,Deemo: The Last Recital,古树旋律：最终演奏 [需3.63及以上系统版本 | 英文版],DLC-BOOKRAC000000004,RAC Collection#4,USA
psvdlc,PCSE01041,Deemo: The Last Recital,古树旋律：最终演奏 [需3.63及以上系统版本 | 英文版],DLC-BOOKRAC000000005,RAC Collection#5,USA
psvdlc,PCSE01041,Deemo: The Last Recital,古树旋律：最终演奏 [需3.63及以上系统版本 | 英文版],DLC-BOOKRAYARK000001,Rayark Selection Vol.1,USA
psvdlc,PCSE01041,Deemo: The Last Recital,古树旋律：最终演奏 [需3.63及以上系统版本 | 英文版],DLC-BOOKRAYARK000002,Rayark Selection Vol.2,USA
psvdlc,PCSE01041,Deemo: The Last Recital,古树旋律：最终演奏 [需3.63及以上系统版本 | 英文版],DLC-BOOKRAYARK000003,Rayark Selection Vol.3,USA
psvdlc,PCSE01041,Deemo: The Last Recital,古树旋律：最终演奏 [需3.63及以上系统版本 | 英文版],DLC-BOOKSAKUZYO00001,Sakuzyo Collection,USA
psvdlc,PCSE01041,Deemo: The Last Recital,古树旋律：最终演奏 [需3.63及以上系统版本 | 英文版],DLC-BOOKSHATTER00002,Shattered Memories (DEEMO 2.2),USA
psvdlc,PCSE01041,Deemo: The Last Recital,古树旋律：最终演奏 [需3.63及以上系统版本 | 英文版],DLC-BOOKSHATTER00003,Shattered Memories (DEEMO 2.3),USA
psvdlc,PCSE01041,Deemo: The Last Recital,古树旋律：最终演奏 [需3.63及以上系统版本 | 英文版],DLC-BOOKSHATTER00004,Shattered Memories (DEEMO 2.4),USA
psvdlc,PCSE01041,Deemo: The Last Recital,古树旋律：最终演奏 [需3.63及以上系统版本 | 英文版],DLC-BOOKTIMELINE0001,Timeline Collection Vol.1,USA
psvdlc,PCSE01041,Deemo: The Last Recital,古树旋律：最终演奏 [需3.63及以上系统版本 | 英文版],DLC-BOOKVK0000000001,V.K Collection,USA
psvdlc,PCSE01044,Atelier Firis ~The Alchemist and the Mysterious Journey~ (3.61+!) [3.63],菲莉丝的炼金工房：不可思议旅的炼金术士 [需3.63及以上系统版本 | 英文版],DLC-ADDPARTYCHARA001,Atelier Firis - Additional character Heintz,USA
psvdlc,PCSE01044,Atelier Firis ~The Alchemist and the Mysterious Journey~ (3.61+!) [3.63],菲莉丝的炼金工房：不可思议旅的炼金术士 [需3.63及以上系统版本 | 英文版],DLC-ADDPARTYCHARA000,Atelier Firis - Additional Character Shanon,USA
psvdlc,PCSE01044,Atelier Firis ~The Alchemist and the Mysterious Journey~ (3.61+!) [3.63],菲莉丝的炼金工房：不可思议旅的炼金术士 [需3.63及以上系统版本 | 英文版],DLC-ADDCOSTUME000004,Atelier Firis - Additional costume Festive Amour,USA
psvdlc,PCSE01044,Atelier Firis ~The Alchemist and the Mysterious Journey~ (3.61+!) [3.63],菲莉丝的炼金工房：不可思议旅的炼金术士 [需3.63及以上系统版本 | 英文版],DLC-ADDCOSTUME000003,Atelier Firis - Additional costume Night Onyx,USA
psvdlc,PCSE01044,Atelier Firis ~The Alchemist and the Mysterious Journey~ (3.61+!) [3.63],菲莉丝的炼金工房：不可思议旅的炼金术士 [需3.63及以上系统版本 | 英文版],DLC-ADDCOSTUME000006,Atelier Firis - Additional costume Passionate Soleil,USA
psvdlc,PCSE01044,Atelier Firis ~The Alchemist and the Mysterious Journey~ (3.61+!) [3.63],菲莉丝的炼金工房：不可思议旅的炼金术士 [需3.63及以上系统版本 | 英文版],DLC-ADDCOSTUME000002,Atelier Firis - Additional costume Sky Blue Papillon,USA
psvdlc,PCSE01044,Atelier Firis ~The Alchemist and the Mysterious Journey~ (3.61+!) [3.63],菲莉丝的炼金工房：不可思议旅的炼金术士 [需3.63及以上系统版本 | 英文版],DLC-ADDCOSTUME000005,Atelier Firis - Additional costume Verdant Feuilles,USA
psvdlc,PCSE01044,Atelier Firis ~The Alchemist and the Mysterious Journey~ (3.61+!) [3.63],菲莉丝的炼金工房：不可思议旅的炼金术士 [需3.63及以上系统版本 | 英文版],DLC-BGMPACKGUST00000,Atelier Firis - Atelier series special BGM pack,USA
psvdlc,PCSE01044,Atelier Firis ~The Alchemist and the Mysterious Journey~ (3.61+!) [3.63],菲莉丝的炼金工房：不可思议旅的炼金术士 [需3.63及以上系统版本 | 英文版],DLC-ADDCOSTUME000011,Atelier Firis - Drossel Outfit Duel Warrior,USA
psvdlc,PCSE01044,Atelier Firis ~The Alchemist and the Mysterious Journey~ (3.61+!) [3.63],菲莉丝的炼金工房：不可思议旅的炼金术士 [需3.63及以上系统版本 | 英文版],DLC-ADDCOSTUME000008,Atelier Firis - Firis Outfit Ritual Cleric,USA
psvdlc,PCSE01044,Atelier Firis ~The Alchemist and the Mysterious Journey~ (3.61+!) [3.63],菲莉丝的炼金工房：不可思议旅的炼金术士 [需3.63及以上系统版本 | 英文版],DLC-BGMPACKGUST00001,Atelier Firis - Gust BGM pack,USA
psvdlc,PCSE01044,Atelier Firis ~The Alchemist and the Mysterious Journey~ (3.61+!) [3.63],菲莉丝的炼金工房：不可思议旅的炼金术士 [需3.63及以上系统版本 | 英文版],DLC-ADDCOSTUME000010,Atelier Firis - Ilmeria Outfit Noble Wizard,USA
psvdlc,PCSE01044,Atelier Firis ~The Alchemist and the Mysterious Journey~ (3.61+!) [3.63],菲莉丝的炼金工房：不可思议旅的炼金术士 [需3.63及以上系统版本 | 英文版],DLC-ADDCOSTUME000009,Atelier Firis - Liane Outfit Brave Archer,USA
psvdlc,PCSE01044,Atelier Firis ~The Alchemist and the Mysterious Journey~ (3.61+!) [3.63],菲莉丝的炼金工房：不可思议旅的炼金术士 [需3.63及以上系统版本 | 英文版],DLC-ADDCOSTUME000007,Atelier Firis - Shanon Costume Pink Fraise,USA
psvdlc,PCSE01044,Atelier Firis ~The Alchemist and the Mysterious Journey~ (3.61+!) [3.63],菲莉丝的炼金工房：不可思议旅的炼金术士 [需3.63及以上系统版本 | 英文版],DLC-ADDCOSTUME000013,Atelier Firis - Shanon Outfit Crest Paladin,USA
psvdlc,PCSE01044,Atelier Firis ~The Alchemist and the Mysterious Journey~ (3.61+!) [3.63],菲莉丝的炼金工房：不可思议旅的炼金术士 [需3.63及以上系统版本 | 英文版],DLC-ADDCOSTUME000012,Atelier Firis - Sophie Outfit Glorious Sage,USA
psvdlc,PCSE01071,Accel World vs Sword Art Online (3.61+!) [3.65],加速世界 VS 刀剑神域：千年黄昏 [需3.65及以上系统版本 | 英文版],DLC-DLCPACKAGE001000,SAO Ordinal Scale Pack,USA
psvdlc,PCSE01071,Accel World vs Sword Art Online (3.61+!) [3.65],加速世界 VS 刀剑神域：千年黄昏 [需3.65及以上系统版本 | 英文版],DLC-DLCPACKAGE001010,SAO Origins Pack,USA
psvdlc,PCSE01071,Accel World vs Sword Art Online (3.61+!) [3.65],加速世界 VS 刀剑神域：千年黄昏 [需3.65及以上系统版本 | 英文版],DLC-DLCPACKAGE001020,“Castaway From Another World” Pack,USA
psvdlc,PCSE01100,Danganronpa V3: Killing Harmony (3.61+!) [3.65],枪弹辩驳 3：大家的自相残杀新学期 [需3.65及以上系统版本 | 英文版],DLC-DANGANV3VITADL00,Danganronpa V3 - DLC - FR Text Pack,USA
psvdlc,PCSE01100,Danganronpa V3: Killing Harmony (3.61+!) [3.65],枪弹辩驳 3：大家的自相残杀新学期 [需3.65及以上系统版本 | 英文版],DLC-DANGANV3VITADL01,Danganronpa V3 - DLC - Voice Pack,USA
psvdlc,PCSE01103,Ys VIII: Lacrimosa of DANA (3.61+!) [3.65],伊苏 8：丹娜的陨涕日 [需3.65及以上系统版本 | 英文版],DLC-YSVIIIDLC00N0002,Adol's Adventurer Clothes,USA
psvdlc,PCSE01103,Ys VIII: Lacrimosa of DANA (3.61+!) [3.65],伊苏 8：丹娜的陨涕日 [需3.65及以上系统版本 | 英文版],DLC-YSVIIIDLC00N0000,Adol's Silver Armor Costume,USA
psvdlc,PCSE01103,Ys VIII: Lacrimosa of DANA (3.61+!) [3.65],伊苏 8：丹娜的陨涕日 [需3.65及以上系统版本 | 英文版],DLC-YSVIIIDLC00N0090,Adol's Survival Kit,USA
psvdlc,PCSE01103,Ys VIII: Lacrimosa of DANA (3.61+!) [3.65],伊苏 8：丹娜的陨涕日 [需3.65及以上系统版本 | 英文版],DLC-YSVIIIDLC00N0081,Advanced Accessory Set,USA
psvdlc,PCSE01103,Ys VIII: Lacrimosa of DANA (3.61+!) [3.65],伊苏 8：丹娜的陨涕日 [需3.65及以上系统版本 | 英文版],DLC-YSVIIIDLC00N0045,Ancient Mask Set,USA
psvdlc,PCSE01103,Ys VIII: Lacrimosa of DANA (3.61+!) [3.65],伊苏 8：丹娜的陨涕日 [需3.65及以上系统版本 | 英文版],DLC-YSVIIIDLC00N0062,Bottled Potion Set,USA
psvdlc,PCSE01103,Ys VIII: Lacrimosa of DANA (3.61+!) [3.65],伊苏 8：丹娜的陨涕日 [需3.65及以上系统版本 | 英文版],DLC-YSVIIIDLC00N0076,Castaway Start Dash Set,USA
